Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,
"45 Shirra Ave, Unit 256",45 Shirra Ave,New Springville,Staten Island,"$435,000",$353,,3,,1.5,1,1,"1,233",$292,$451,$159,Condo,,Condo,Sold,,,,,,,"$435,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800203001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10314,,,,,,,,
333 Quintard St,n/a,South Beach,Staten Island,"$628,888",$257,6,3,3,2.25,2,1,"2,444",,$436,$437,Residential,Single Family - Semi-Attached,Single Family,Sold,37,04/24/2020,12/21/2019,"$589,998","$625,998",01/27/2020,"$628,888",Unverified,04/23/2020,,,10305,23' x 34',"2,573 SF / 31' x 83'","Deck
Private Outdoor Space
Back Yard",2005,,1,,
171 Sheldon Ave,171 Sheldon Ave,Annadale,Staten Island,"$250,000",$156,,3,,2.5,2,1,"1,600",,$877,$877,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$250,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020062300574001"" target=""_blank"">Public Record Only</a>",04/22/2020,,,10312,25' x 42',"5,500 SF / 55' x 100'",,2017,,2,,
196 Robinson Ave,196 Robinson Ave,Eltingville,Staten Island,"$475,000",$386,6,3,2,1.5,1,1,"1,230",,$442,$442,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,25,07/13/2020,02/24/2020,"$469,999","$469,999",03/20/2020,"$475,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060900612001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10312,15' x 40',"2,500 SF / 25' x 100'",Private Outdoor Space,1960,,1,,
"41 Village Ln, Unit 19B",41 Village Ln,Eltingville,Staten Island,"$430,000",$317,,,,,,,"1,356",,,,Condo,,Condo,Sold,,,,,,,"$430,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052700192001"" target=""_blank"">Public Record Only</a>",04/22/2020,,,10312,,,,,,,,
485 Butler Blvd,485 Butler Blvd,Tottenville,Staten Island,"$1,114,983",$348,8,5,4,3.5,3,1,"3,200",,"$1,000","$1,000",Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,33,04/30/2020,11/04/2019,"$1,179,000","$1,179,000",12/07/2019,"$1,114,983","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052200380001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10309,0' x 0',"4,240 SF / 53' x 80'",Private Outdoor Space,,,0,,
89 Amber St,89 Amber St,Oakwood Heights,Staten Island,"$488,000",$266,6,3,2,1.5,1,1,"1,836",,$373,$374,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,68,04/22/2020,01/03/2020,"$524,900","$499,900",03/11/2020,"$488,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800236001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10306,18' x 36',"2,600 SF / 26' x 100'",,1965,,1,,
3 Van Cortlandt Ave,3 Van Cortlandt Ave,Sunnyside - Staten Island,Staten Island,"$1,350,000",$154,,,,,,,"8,775",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$1,350,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061700408001"" target=""_blank"">Public Record Only</a>",04/22/2020,,,10301,18.83' x 60.5',"10,000 SF / 100' x 100'",,1933,,8,,
21 Lemon Drop Ct,n/a,Woodrow,Staten Island,"$599,900",$444,6,3,3,2.25,2,1,"1,350",,,,Residential,Single Family - Semi-Attached,Single Family,Sold,578,08/14/2020,05/10/2018,"$624,900","$624,900",12/09/2019,"$599,900",Unverified,04/22/2020,,,10309,,,Private Outdoor Space,2018,,,,
20 Savona Ct,20 Savona Ct,Pleasant Plains,Staten Island,"$1,155,713",$378,8,4,4,3.5,3,1,"3,057",$70,$70,,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,424,05/04/2020,09/02/2018,"$1,135,000","$1,135,000",10/31/2019,"$1,155,713","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800140001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10309,,,Private Outdoor Space,2018,,,,
101 Major Ave,101 Major Ave,Arrochar,Staten Island,"$455,000",$258,,2,,1.75,2,,"1,764",$60,$451,$391,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$455,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060200922001"" target=""_blank"">Public Record Only</a>",04/22/2020,,,10305,13.75' x 44',"1,134 SF / 14' x 81'",,1997,,1,,
450 College Ave,n/a,Westerleigh,Staten Island,"$520,000",$556,5,2,1,1,1,,936,,$431,$432,Residential,Single Family - Detached,Single Family,Sold,18,04/22/2020,02/06/2020,"$499,900","$499,900",02/24/2020,"$520,000",Unverified,04/22/2020,,,10314,26' x 30',"3,700 SF / 37' x 100'",,1930,,1,,
43 Fillmore Ave,43 Fillmore Ave,Willowbrook,Staten Island,"$535,000",$495,6,3,3,2,1,2,"1,080",,$409,$410,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,129,04/23/2020,10/04/2019,"$599,000","$549,999",02/10/2020,"$535,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052100680001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10314,12' x 45',"2,000 SF / 20' x 100'","Deck
Private Outdoor Space",2004,,1,,
100 Jules Dr,100 Jules Dr,Graniteville,Staten Island,"$539,672",$288,6,3,2,1.5,1,1,"1,872",,$420,$421,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,93,04/22/2020,11/13/2019,"$520,000","$520,000",02/14/2020,"$539,672","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052900495001"" target=""_blank"">Verified by Public Record</a>",04/22/2020,,,10314,24' x 39',"3,842 SF / 38.42' x 100'",,1970,,2,,
358 Stobe Ave,358 Stobe Ave,Midland Beach,Staten Island,"$625,000",$485,6,3,3,2.25,2,1,"1,288",,$323,$324,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,78,04/22/2020,09/19/2019,"$649,000","$639,000",12/06/2019,"$625,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052600660001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10306,14' x 46',"2,473 SF / 22' x 112.42'",Private Outdoor Space,1975,,1,,
419 Sycamore St,419 Sycamore St,Eltingville,Staten Island,"$710,000",$411,9,4,2,1.75,2,,"1,728",,$544,$544,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,90,04/24/2020,10/22/2019,"$749,900","$723,900",01/20/2020,"$710,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061500782001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10312,24' x 36',"4,000 SF / 40' x 100'","Private Yard
Private Outdoor Space",1961,,1,,
411 Winant Ave,411 Winant Ave,Rossville,Staten Island,"$564,500",$403,7,3,2,1.5,1,1,"1,400",$8,$457,$449,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,73,04/22/2020,10/04/2019,"$584,888","$558,888",12/16/2019,"$564,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060100357001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10309,20' x 40',"3,306 SF / 29' x 114'","Deck
Private Outdoor Space",1995,,1,,
93 Hopkins Ave,93 Hopkins Ave,Bay Terrace,Staten Island,"$675,000",$620,7,3,2,1.75,2,,"1,089",,$501,$502,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,161,04/23/2020,09/23/2019,"$749,000","$719,000",03/02/2020,"$675,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052000245001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10306,20' x 24',"6,500 SF / 65' x 100'",Private Outdoor Space,1925,,1,,
30 Halpin Ave,30 Halpin Ave,Arden Heights,Staten Island,"$470,000",$336,6,2,2,1.75,2,,"1,400",$70,$389,$319,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,124,04/22/2020,09/06/2019,"$509,999","$494,999",01/08/2020,"$470,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052600155001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10312,20' x 24',"1,440 SF / 33.5' x 43'",Deck,1989,,1,,
14 Topside Ln,14 Topside Ln,Charleston,Staten Island,"$670,000",$283,5,2,4,3.25,3,1,"2,365",,$500,$500,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,190,05/16/2020,08/01/2019,"$734,999","$699,000",02/07/2020,"$670,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052100649001"" target=""_blank"">Verified by Public Record</a>",04/21/2020,,,10309,22' x 45',"2,508 SF / 44' x 57'",Private Outdoor Space,2006,,1,,
30 Lexington Ave,30 Lexington Ave,Port Richmond,Staten Island,"$297,500",$243,6,3,1,1,1,,"1,224",,$300,$300,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,44,05/06/2020,02/17/2020,"$369,000","$359,000",04/01/2020,"$297,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052200580001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10302,19' x 28',"2,500 SF / 25' x 100'",Private Outdoor Space,1930,,1,,
30 Lexington Ave,30 Lexington Ave,Port Richmond,Staten Island,"$297,500",$243,6,3,1,1,1,,"1,224",,$300,$300,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,184,02/15/2020,08/14/2019,"$399,000","$370,000",,"$297,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052200580001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10302,19' x 28',"2,500 SF / 25' x 100'","Porch
Private Outdoor Space",1930,,1,,
15 Cottontail Ct,15 Cottontail Ct,Huguenot,Staten Island,"$1,300,000",$310,10,4,4,3.75,4,1,"4,200",,"$1,250","$1,250",Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Multi-Family,Townhouse/Multi Family,Sold,527,01/27/2021,09/10/2018,"$1,899,999","$1,399,999",02/19/2020,"$1,300,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800190001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10312,62' x 36',"10,340 SF / 110' x 94'",Private Outdoor Space,2000,,2,,
162 John St,162 John St,Port Richmond,Staten Island,"$475,000",$188,6,6,2,2,2,,"2,520",,$350,$350,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Multi-Family,Townhouse/Multi Family,Sold,213,07/10/2020,07/08/2019,"$449,999","$449,999",02/06/2020,"$475,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800239001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10302,21' x 48',"2,500 SF / 25' x 100'",Private Outdoor Space,1935,,2,,
101 Center St,101 Center St,Richmond Town,Staten Island,"$710,000",$564,6,3,2,1.75,2,,"1,258",,$587,$588,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,176,04/21/2020,08/21/2019,"$819,900","$749,900",02/13/2020,"$710,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800225001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10306,40' x 26',"8,250 SF / 75' x 110'",,1950,,1,,
29 Metcalfe St,29 Metcalfe St,Stapleton,Staten Island,"$390,700",$298,,3,,3,3,1,"1,312",,$337,$337,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$390,700","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060900492001"" target=""_blank"">Public Record Only</a>",04/20/2020,,,10304,22' x 24',"5,050 SF / 50' x 101'",,1910,,1,,
248 Bedell Ave,248 Bedell Ave,Tottenville,Staten Island,"$499,000",$120,,6,,3.5,3,1,"4,160",,$388,$388,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$499,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061000820001"" target=""_blank"">Public Record Only</a>",04/20/2020,,,10307,38.5' x 60',"11,000 SF / 100' x 110'",,1988,,2,,
117 Tysen St,117 Tysen St,New Brighton,Staten Island,"$802,000",$177,8,6,3,3,3,,"4,533",,$491,$492,Residential/House/Building,Two Family - Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,247,04/30/2020,04/30/2019,"$899,000","$845,000",01/02/2020,"$802,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052100699001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10301,32' x 52',"9,620 SF / 65' x 148'",,1901,,1,,
"416 Maryland Ave, Unit 2B",416 Maryland Ave,Rosebank,Staten Island,"$240,000",$240,4,1,1,1,1,,"1,000",$583,$583,,Co-op/Residential,Apartment,Co-op,Sold,105,02/03/2021,09/13/2019,"$259,000","$249,500",12/27/2019,"$240,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042900720001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10305,,,"Playground
Common Outdoor Space
Private Outdoor Space",,,,,
104 Lynhurst Ave,104 Lynhurst Ave,Rosebank,Staten Island,"$440,000",$374,6,3,2,1.5,1,1,"1,176",,$337,$338,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,144,04/20/2020,09/06/2019,"$450,000","$450,000",01/28/2020,"$440,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020062600250001"" target=""_blank"">Verified by Public Record</a>",04/20/2020,,,10305,15' x 40',"2,470 SF / 26' x 95'",Private Outdoor Space,1965,,1,,
167 Parkview Loop,167 Parkview Loop,Bulls Head,Staten Island,"$310,000",$328,5,2,2,1.5,1,1,945,$172,$449,$277,Residential,Single Family - Attached,Townhouse/Condo,Sold,22,04/20/2020,01/20/2020,"$329,900","$329,900",02/11/2020,"$310,000",Unverified,04/20/2020,,,10314,,,"Private Outdoor Space
Front Yard",,,,,
851 Morrow St,851 Morrow St,Staten Island,Staten Island,"$400,000",$345,,,,,,,"1,160",,,,Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$400,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020070800710001"" target=""_blank"">Public Record Only</a>",04/18/2020,,,10303,15' x 28',"12,000 SF / 80' x 150'",,1915,,2,,
"144 Rolling Hill Grn, Unit CONDO",144 Rolling Hill Grn,Huguenot,Staten Island,"$420,000",$291,,,,,,,"1,441",,,,Condo,,Condo,Sold,,,,,,,"$420,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800597001"" target=""_blank"">Public Record Only</a>",04/17/2020,,,10312,,,,,,,,
144 Rolling Hill Grn,144 Rolling Hill Grn,Huguenot,Staten Island,"$420,000",$233,6,3,2,1.5,1,1,"1,800",$130,$496,$367,Residential,Single Family - Attached,Townhouse/Condo,Sold,63,05/04/2020,11/07/2019,"$449,900","$439,900",01/09/2020,"$420,000",Unverified,04/17/2020,,,10312,,,Private Yard,,,,,
7684 Amboy Rd,7684 Amboy Rd,Tottenville,Staten Island,"$627,900",$358,5,2,1,1,1,,"1,752",,$435,$435,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,20,05/02/2020,01/31/2020,"$629,900","$629,900",02/20/2020,"$627,900","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052000182001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10307,28' x 33',"4,000 SF / 40' x 100'",,1899,,2,,
76 Rosedale Ave,76 Rosedale Ave,Huguenot,Staten Island,"$380,000",$377,5,2,2,1.5,1,1,"1,008",$70,$405,$335,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,290,04/27/2020,04/29/2019,"$419,000","$379,000",02/13/2020,"$380,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052600426001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10312,14' x 36',"1,060 SF / 14' x 75.75'","Deck
Private Outdoor Space",1989,,1,,
19 Tanglewood Dr,19 Tanglewood Dr,Great Kills,Staten Island,"$717,866",$282,6,3,4,3,3,1,"2,550",,,,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,159,04/18/2020,10/04/2019,"$729,000","$709,000",03/11/2020,"$717,866","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052000430001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10308,0' x 0',,,,,1,,
67 Alexander Ave,67 Alexander Ave,Greenridge,Staten Island,"$545,000",$454,6,3,2,1.5,1,1,"1,200",,$449,$449,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,99,04/20/2020,11/12/2019,"$569,888","$569,888",02/19/2020,"$545,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051500585001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10312,14' x 40',"2,515 SF / 24.17' x 104.08'","Fence
Private Outdoor Space",1980,,1,,
5633 Amboy Rd,5633 Amboy Rd,Prince's Bay,Staten Island,"$695,000",$386,7,3,2,1.5,1,1,"1,800",,$613,$614,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,150,04/22/2020,08/06/2019,"$815,000","$715,000",01/03/2020,"$695,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052000384001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10309,42' x 28',"9,200 SF / 80' x 115'","Deck
Private Outdoor Space
Back Yard",1965,,1,,
701 Johnston Ter,701 Johnston Ter,Prince's Bay,Staten Island,"$1,815,000",$454,8,3,5,4.25,4,1,"4,000",,$833,$833,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,21,04/17/2020,01/06/2020,"$1,800,000","$1,800,000",01/27/2020,"$1,815,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061100376001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10309,0' x 0',,Private Outdoor Space,,,1,,
49 Confederation Pl,49 Confederation Pl,Mariners Harbor,Staten Island,"$475,000",$339,6,3,3,2.25,2,1,"1,400",,$349,$349,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,15,04/20/2020,02/10/2020,"$479,900","$479,900",02/25/2020,"$475,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052700572001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10303,14' x 50',"2,240 SF / 20' x 112'","Private Yard
Private Outdoor Space",1999,,1,,
5 Caldera Pl,5 Caldera Pl,Randall Manor,Staten Island,"$810,000",$438,7,3,3,2.5,2,1,"1,850",,$439,$440,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,50,04/22/2020,04/10/2019,"$819,000","$819,000",05/30/2019,"$810,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051300261001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10301,50' x 24',"5,520 SF / 60' x 92'","Deck
Private Outdoor Space",1950,,1,,
86 Crabtree Ave,86 Crabtree Ave,Rossville,Staten Island,"$699,000",$386,7,3,4,3,3,1,"1,809",$37,$557,$521,Residential/House/Building,All Multi Family/Two Family/Two Family - Attached,Townhouse/Multi Family,Sold,89,04/27/2020,12/09/2019,"$711,000","$689,000",03/07/2020,"$699,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052700300001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10309,20.46' x 32.37',"2,387 SF / 30.22' x 79'",Private Outdoor Space,2010,,2,,
110 Waters Ave,110 Waters Ave,Westerleigh,Staten Island,"$440,000",$306,6,3,1,1,1,,"1,440",,$412,$413,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,129,04/28/2020,08/27/2019,"$524,999","$469,889",01/03/2020,"$440,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051400207001"" target=""_blank"">Verified by Public Record</a>",04/17/2020,,,10314,20' x 25',"3,000 SF / 40' x 75'",,1925,,1,,
